est_b0_gibbs,ste_b0_gibbs,miss_b0_gibbs,df_b0_gibbs,est_theta_gibbs,ste_theta_gibbs,miss_theta_gibbs,df_theta_gibbs,est_psi_gibbs,ste_psi_gibbs,miss_psi_gibbs,df_psi_gibbs,est_xbeta_gibbs,ste_xbeta_gibbs,miss_xbeta_gibbs,df_xbeta_gibbs,est_mu_gibbs,ste_mu_gibbs,miss_mu_gibbs,df_mu_gibbs,est_b0_akm,ste_b0_akm,miss_b0_akm,df_b0_akm,est_theta_akm,ste_theta_akm,miss_theta_akm,df_theta_akm,est_psi_akm,ste_psi_akm,miss_psi_akm,df_psi_akm,est_exper_akm,ste_exper_akm,miss_exper_akm,df_exper_akm,est_mu_akm,ste_mu_akm,miss_mu_akm,df_mu_akm
3.3526014646,0.0686527739,0.1824979005,49.315635827,0.1966623854,0.0129015106,0.1524504148,59.03558879,0.2349124481,0.01328469,0.143769158,62.600352695,0.0397998603,0.0076580937,0.2044363211,44.023488345,0.1732428672,0.0141164311,0.1346956767,66.817289342,3.4542043549,0.0445458947,0.160663452,56.017718326,0.0636732153,0.0062462214,0.0787071357,114.34795491,0.5097264414,0.0140373405,0.1086741947,82.8163487,0.0353864874,0.0058981303,0.1951759044,46.112249511,0.0066613129,0.019403449,0.2002505703,44.943692234
